index,source_kind,seed,volume,surface_area,bbox_x,bbox_y,bbox_z,elongation,flatness,sphericity,roughness,angularity,spike_score,compactness,stability_score,mass,cluster_id,cluster_label
10,interlock_block_clast,1858875694,0.0012163170923348869,0.05946221212567285,0.1595935457670893,0.1344906202453578,0.12461555041947381,1.186651868181848,1.0792442820550332,0.9267037826697704,0.09559896243665902,0.2321627654042032,0.1500000005847213,0.45474428461560046,1.2808662305879324,3.1624244400707058,6,compact_block_clast_5
11,cap_block_clast,269943066,0.0011047376577892573,0.05569495631371788,0.15300720879456442,0.11568595668132405,0.12752651679492233,1.1998070098677442,1.102350885563535,0.9279139326633368,0.06577679923355213,0.23282607266409186,0.13000000003819934,0.4894024346225728,1.3528785197105675,2.872317910252069,4,angular_clast_2
12,bearing_block_clast,322225384,0.000650618771568195,0.03991487968473665,0.14268248741488315,0.11068731699330886,0.08806400591129365,1.2890590475104606,1.256896229599225,0.9097045345679629,0.1289386342081248,0.23282009742174264,0.14000000024719128,0.4677993563569243,1.8525588703793,1.6916088060773071,8,angular_clast_3
13,buttress_clast,1025854668,0.000635033831754155,0.03862722824957519,0.124179304751314,0.11537490339079617,0.09435844314398999,1.0763112349545871,1.222730044567769,0.9249575905841398,0.086191688671609,0.23216634304364694,0.1500000007367186,0.4697378136811758,1.4884041140354964,1.651087962560803,10,compact_block_clast_7
14,subangular_block,1510842067,0.0016583335349170732,0.07354976297596741,0.1805462809005702,0.15017527131626598,0.13898606189316415,1.2022370881577666,1.080505982187644,0.921193296802713,0.10593679580547237,0.232274366680331,0.16000000038064877,0.44006179063049444,1.2929902260426265,4.31166719078439,6,compact_block_clast_5
15,course_block_clast,805297750,0.0013037887145692733,0.06181605517454994,0.14352286560020794,0.1369912411154528,0.14223004164551611,1.009089668678534,1.0382418648623541,0.933657627020142,0.056797006671517485,0.23176785697363184,0.13000000264652734,0.4662318978622088,1.0155808025484125,3.3898506578801104,0,compact_block_clast
16,compact_block_clast,1581911558,0.0009612174034037825,0.05043702564202964,0.12123735742426942,0.13410611552747725,0.1272923863167632,1.0535281756267676,1.0499435901700187,0.9338613621775012,0.058930059370864395,0.23196046723659264,0.11319181464873584,0.46444485102127325,1.0845772617595617,2.4991652488498346,0,compact_block_clast
17,wall_block_clast,221860316,0.0006024628172526693,0.03720711803046021,0.12250835567383732,0.10588316912199716,0.10036926691248498,1.1570144404412834,1.0549361610294505,0.9271391595239435,0.0816126993942484,0.23194594207986133,0.1300000167719333,0.4627397994854817,1.1938123370686553,1.5664033248569402,9,compact_block_clast_6
18,tie_bridge_clast,1304615429,0.0017333500419949171,0.07648796464805332,0.19735616708008302,0.13861054546230656,0.12976224987664453,1.4238178373935597,1.0681885185720303,0.9123228176289182,0.12589316273008064,0.23386339224869862,0.13000000009146673,0.48830473305110145,1.4821725902370826,4.506710109186785,7,elongated_clast
19,equant_clast,1334263711,0.0011089984406562803,0.05540205595753649,0.13582472683254937,0.12216674061071148,0.13501421379356954,1.0060031682310062,1.1051634276124054,0.9352165848899158,0.051834212719509526,0.23202415047631267,0.1500000005359332,0.4950164328939152,1.1491178151555126,2.8833959457063285,0,compact_block_clast
20,course_block_clast,1556855864,0.00037078860421407454,0.02678007628010396,0.10003085289356768,0.09549664925653079,0.0829556834473871,1.0474802380223494,1.1511766920357847,0.9320157113960077,0.07133760290302775,0.23174694839227294,0.13000001109836035,0.46790547521775455,1.2937579973058684,0.9640503709565938,2,compact_block_clast_3
21,chock_clast,1098989509,0.0007125300459525814,0.04215989543304337,0.13526907368501334,0.11737054613372502,0.10819798672900188,1.1524959041333573,1.0847756939109892,0.915068040861956,0.10504065344173269,0.231522702541186,0.14000000000156576,0.41478816963521736,1.2410025374554166,1.8525781194767117,9,compact_block_clast_6
22,interlock_block_clast,1715476103,0.0006611948914249331,0.04015901058743807,0.10127228952116282,0.11507632781537702,0.13102048467758245,1.138552881942718,1.1363061737764857,0.9139465119596832,0.10629077380916142,0.23236549195673267,0.15000249944858113,0.4330256922068976,1.3435836776564782,1.7191067177048263,9,compact_block_clast_6
23,cap_block_clast,1328874805,0.0010521988414239607,0.05458713026964819,0.1547989057344315,0.12558274654337426,0.12093275023897837,1.2326446904150679,1.0384510919929208,0.9164858004594609,0.11843343008660577,0.23141567042089425,0.13000000257399202,0.4475649065083354,1.2182481054639998,2.7357169877022978,6,compact_block_clast_5
